company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Lasership","Obetz","OH","osm_industrial","osm-666185099","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Forward Air","Groveport","OH","osm_industrial","osm-689690473","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Americold","Columbus","OH","osm_industrial","osm-776853126","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fedex","Columbus","OH","osm_industrial","osm-845855924","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Goodyear","Columbus","OH","osm_industrial","osm-874839461","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Pataskala","OH","osm_industrial","osm-886056802","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dcn2 Amazon","Columbus","OH","osm_industrial","osm-897650667","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Abrasive Technology","Lewis Center","OH","osm_industrial","osm-908103569","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Shasta Beverages","Columbus","OH","osm_industrial","osm-923040668","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fst Logistics","Columbus","OH","osm_industrial","osm-923141868","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ohio Logistics","Columbus","OH","osm_industrial","osm-923141869","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Micro Center Dc","Columbus","OH","osm_industrial","osm-923141876","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Xpo Logistics","Columbus","OH","osm_industrial","osm-923310362","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Costume Specialists, Inc.","Columbus","OH","osm_industrial","osm-923324542","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Gold Medal","Columbus","OH","osm_industrial","osm-923397287","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Sam'S Club","Columbus","OH","osm_industrial","osm-987240249","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ups Columbus Hub","Columbus","OH","osm_industrial","osm-1009632916","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ups Sorting Station Columbus","Columbus","OH","osm_industrial","osm-1009632917","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Web Services","Columbus","OH","osm_industrial","osm-1020374277","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Web Services","Columbus","OH","osm_industrial","osm-1020374278","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Web Services","Columbus","OH","osm_industrial","osm-1020374279","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Anchor Hocking Distribution Center","Lancaster","OH","osm_industrial","osm-1072380653","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Nifco","Columbus","OH","osm_industrial","osm-1124728004","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Uline Shipping Supplies - O6","Etna","OH","osm_industrial","osm-1163658938","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"America'S Floor Source","Columbus","OH","osm_industrial","osm-1361781837","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dhl","Canal Winchester","OH","osm_industrial","osm-1385636582","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dsv","Columbus","OH","osm_industrial","osm-1484162801","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ryder Truck Sales","Hilliard","OH","osm_industrial","osm-1498373699","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"The Gorilla Glue Company","Cincinnati","OH","osm_industrial","osm-30734854","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Matthew 25: Ministries","Blue Ash","OH","osm_industrial","osm-33865507","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pbe Jobbers Warehouse","Sharonville","OH","osm_industrial","osm-36897074","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Buckles Warehouse","Sharonville","OH","osm_industrial","osm-36897152","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Frame Usa","Cincinnati","OH","osm_industrial","osm-52097291","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Solway Gallery","Cincinnati","OH","osm_industrial","osm-53258676","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Langdon Inc","Cincinnati","OH","osm_industrial","osm-64167091","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Schulhoff Warehouse","Cincinnati","OH","osm_industrial","osm-69701810","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pease Doors","Cincinnati","OH","osm_industrial","osm-74285286","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cremer","Cincinnati","OH","osm_industrial","osm-659235749","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Peter Cremer North America","Cincinnati","OH","osm_industrial","osm-734703827","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Dky4","Cincinnati","OH","osm_industrial","osm-770017403","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Cincinnati","OH","osm_industrial","osm-1036388079","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Rhinegeist Brewery","Cincinnati","OH","osm_industrial","osm-1349047136","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","361613","5.5","4527334","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Fulfillment","Cincinnati","OH","osm_industrial","osm-1293728659","4225","Wholesale Distribution","82","moderate","corporate","direct_purchase","daytime_peak","1320","1988870","238664","5.5","2988030","Distribution facilities like yours often hit 4-5 year payback even before storage. Quick call to share numbers for your roof?","Distribution building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Newly Weds Foods","Cincinnati","OH","osm_industrial","osm-1293728661","4225","Wholesale Distribution","82","moderate","corporate","direct_purchase","daytime_peak","1320","1988870","238664","5.5","2988030","Distribution facilities like yours often hit 4-5 year payback even before storage. Quick call to share numbers for your roof?","Distribution building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Auv1","Cincinnati","OH","osm_industrial","osm-1293728710","4225","Wholesale Distribution","82","moderate","corporate","direct_purchase","daytime_peak","1320","1988870","238664","5.5","2988030","Distribution facilities like yours often hit 4-5 year payback even before storage. Quick call to share numbers for your roof?","Distribution building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Kraton Corporation","Belpre","OH","epa_ghgrp","epa-1000032","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325212. Pre-qualified high-energy solar candidate."
"The Andersons Marathon Holdings Llc","Greenville","OH","epa_ghgrp","epa-1000035","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Ford Motor Company - Ford Ohio Assembly Plant","Avon Lake","OH","epa_ghgrp","epa-1000104","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Rg Steel, Llc","Warren","OH","epa_ghgrp","epa-1000177","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331111. Pre-qualified high-energy solar candidate."
"Procter & Gamble Company - Ivorydale","Cincinnati","OH","epa_ghgrp","epa-1000186","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325611. Pre-qualified high-energy solar candidate."
"Cleveland-Cliffs Steel Corporation - Middletown Works","Middletown","OH","epa_ghgrp","epa-1000274","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Lubrizol Corporation","Painesville","OH","epa_ghgrp","epa-1000618","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"The Lubrizol Corporation","Wickliffe","OH","epa_ghgrp","epa-1000621","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325998. Pre-qualified high-energy solar candidate."
"Us Steel - Lorain Tubular Operations","Lorain","OH","epa_ghgrp","epa-1001619","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331210. Pre-qualified high-energy solar candidate."
"Primary Products Ingredients Americas, Llc","Dayton","OH","epa_ghgrp","epa-1001624","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Mcwane Ductile - Ohio","Coshocton","OH","epa_ghgrp","epa-1001664","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331511. Pre-qualified high-energy solar candidate."
"Dupont Circleville Plant","Circleville","OH","epa_ghgrp","epa-1001720","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Defiance Casting Operations (0320010001)","Defiance","OH","epa_ghgrp","epa-1001755","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331524. Pre-qualified high-energy solar candidate."
"Ineos Pigments Usa, Inc.- Plant 1","Ashtabula","OH","epa_ghgrp","epa-1001839","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325130. Pre-qualified high-energy solar candidate."
"Honda Development & Manufacturing Of America, Llc","Marysville","OH","epa_ghgrp","epa-1001841","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Honda Development And Manufacturing Of America *","Anna","OH","epa_ghgrp","epa-1001842","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336310. Pre-qualified high-energy solar candidate."
"Ge Aerospace, Evendale Plant (1431150060)","Cincinnati","OH","epa_ghgrp","epa-1001862","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336412. Pre-qualified high-energy solar candidate."
"Matheson - Lima I Plant","Lima","OH","epa_ghgrp","epa-1002042","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Matheson - Lima Ii Plant","Lima","OH","epa_ghgrp","epa-1002043","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Lincoln Electric Co *","Cleveland","OH","epa_ghgrp","epa-1002114","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333992. Pre-qualified high-energy solar candidate."
"Trammo Nitrogen Products, Inc.","North Bend","OH","epa_ghgrp","epa-1002188","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325311. Pre-qualified high-energy solar candidate."
"Morton Salt, Inc.","Rittman","OH","epa_ghgrp","epa-1002203","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325998. Pre-qualified high-energy solar candidate."
"Joint Systems Manufacturing Center","Lima","OH","epa_ghgrp","epa-1002228","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336992. Pre-qualified high-energy solar candidate."
"Pcs Nitrogen Ohio, L.P.","Lima","OH","epa_ghgrp","epa-1002229","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325311. Pre-qualified high-energy solar candidate."
"General Electric Peebles Test Operations","Peebles","OH","epa_ghgrp","epa-1002243","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336412. Pre-qualified high-energy solar candidate."
"Imco Recycling Of Ohio Llc","Uhrichsville","OH","epa_ghgrp","epa-1002324","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331314. Pre-qualified high-energy solar candidate."
"Bunge North America","Bellevue","OH","epa_ghgrp","epa-1002526","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311224. Pre-qualified high-energy solar candidate."
"Republic Steel - Lorain Plant","Lorain","OH","epa_ghgrp","epa-1002714","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331111. Pre-qualified high-energy solar candidate."
"Ford Motor Company - Ford Cleveland Site","Brook Park","OH","epa_ghgrp","epa-1002752","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336312. Pre-qualified high-energy solar candidate."
"Vallourec Star","Youngstown","OH","epa_ghgrp","epa-1002768","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Ineos Abs","Addyston","OH","epa_ghgrp","epa-1002879","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Ineos Nitriles Usa Llc","Lima","OH","epa_ghgrp","epa-1002955","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Specialty Gases Of America, Inc.","Toledo","OH","epa_ghgrp","epa-1002973","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Valero Bloominburg Plant","Bloomingburg","OH","epa_ghgrp","epa-1002989","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Pro-Tec Coating Company","Leipsic","OH","epa_ghgrp","epa-1003136","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332812. Pre-qualified high-energy solar candidate."
"Ford Motor Company - Ford Sharonville Transmission Plant","Sharonville","OH","epa_ghgrp","epa-1003264","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336350. Pre-qualified high-energy solar candidate."
"Ppg Industries, Inc.","Circleville","OH","epa_ghgrp","epa-1003304","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Cleveland-Cliffs Steel Corporation","Coshocton","OH","epa_ghgrp","epa-1003417","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331221. Pre-qualified high-energy solar candidate."
"Cleveland-Cliffs Steel Corporation - Zanesville Works","Zanesville","OH","epa_ghgrp","epa-1003418","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Charter Steel Cleveland *","Cuyahoga Heights","OH","epa_ghgrp","epa-1003474","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"U.S. Doe Portsmouth Gaseous Diffusion Plant","Piketon","OH","epa_ghgrp","epa-1003709","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"Belpre Carbon Black Plant","Belpre","OH","epa_ghgrp","epa-1003790","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"Republic Steel - Canton Plant","Canton","OH","epa_ghgrp","epa-1003799","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","206119","5.5","2580573","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
