company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Conagra Foods Inc.","Helm","CA","epa_ghgrp","epa-1006937","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311421. Pre-qualified high-energy solar candidate."
"Pelican Renewables, Llc","Stockton","CA","epa_ghgrp","epa-1007262","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Dte Stockton","Stockton","CA","epa_ghgrp","epa-1007265","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Matheson Tri-Gas, Inc. - Richmond","Richmond","CA","epa_ghgrp","epa-1007286","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Martinez Renewable Fuel Facility","Martinez","CA","epa_ghgrp","epa-1007390","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Stanislaus Food Products Company","Modesto","CA","epa_ghgrp","epa-1007461","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311421. Pre-qualified high-energy solar candidate."
"Eco Services Dominguez","Carson","CA","epa_ghgrp","epa-1007539","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"Day-Glo Color Corporation","Cudahy","CA","epa_ghgrp","epa-1007556","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325510. Pre-qualified high-energy solar candidate."
"Corteva Agriscience - Pittsburg Operations","Pittsburg","CA","epa_ghgrp","epa-1007805","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Skyworks Solutions, Inc.","Newbury Park","CA","epa_ghgrp","epa-1009626","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Robert Bosch Semiconductor Llc","Roseville","CA","epa_ghgrp","epa-1009928","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Infineon Technologies Americas Corp","Temecula","CA","epa_ghgrp","epa-1009951","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Maxim Integrated Products","San Jose","CA","epa_ghgrp","epa-1009983","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Los Gatos Tomato Products","Huron","CA","epa_ghgrp","epa-1010003","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311421. Pre-qualified high-energy solar candidate."
"Newport Fab Llc (Dba Towerjazz)","Newport Beach","CA","epa_ghgrp","epa-1010139","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Hussmann Technologies Corporation Of America","San Diego","CA","epa_ghgrp","epa-1010247","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 335220. Pre-qualified high-energy solar candidate."
"American Honda Motor Co., Inc","Torrance","CA","epa_ghgrp","epa-1010290","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Linear Technology Corporation","Milpitas","CA","epa_ghgrp","epa-1010317","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Olam West Coast Inc","Lemoore","CA","epa_ghgrp","epa-1010345","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311422. Pre-qualified high-energy solar candidate."
"Olam West Coast Inc","Williams","CA","epa_ghgrp","epa-1010346","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311421. Pre-qualified high-energy solar candidate."
"International Rectifier","El Segundo","CA","epa_ghgrp","epa-1010349","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Ingredion Incorporated","Stockton","CA","epa_ghgrp","epa-1010590","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311221. Pre-qualified high-energy solar candidate."
"Prime Wheel Corporation","Gardena","CA","epa_ghgrp","epa-1010696","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336390. Pre-qualified high-energy solar candidate."
"Shultz Steel Company","South Gate","CA","epa_ghgrp","epa-1011384","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332111. Pre-qualified high-energy solar candidate."
"Tesla, Inc.","Fremont","CA","epa_ghgrp","epa-1011389","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Schlosser Forge Company","Rancho Cucamonga","CA","epa_ghgrp","epa-1011475","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332112. Pre-qualified high-energy solar candidate."
"Microfabrica Inc","Van Nuys","CA","epa_ghgrp","epa-1011548","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332813. Pre-qualified high-energy solar candidate."
"Varian Medical Systems, Inc","Palo Alto","CA","epa_ghgrp","epa-1011769","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334510. Pre-qualified high-energy solar candidate."
"Vishay Intertechnology","Santa Clara","CA","epa_ghgrp","epa-1011798","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Micrel Llc.","San Jose","CA","epa_ghgrp","epa-1011819","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Lumileds Llc","San Jose","CA","epa_ghgrp","epa-1011905","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334413. Pre-qualified high-energy solar candidate."
"Aemetis Advanced Fuels Keyes, Inc.","Ceres","CA","epa_ghgrp","epa-1012089","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Tomatek / Neil Jones Food Companies","Firebaugh","CA","epa_ghgrp","epa-1012094","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311421. Pre-qualified high-energy solar candidate."
"California Dairies, Inc. - Turlock North","Turlock","CA","epa_ghgrp","epa-1012990","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311514. Pre-qualified high-energy solar candidate."
"Frito Lay Modesto","Modesto","CA","epa_ghgrp","epa-1013489","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311919. Pre-qualified high-energy solar candidate."
"Northrop Grumman Marine Systems","Sunnyvale","CA","epa_ghgrp","epa-1014201","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333612. Pre-qualified high-energy solar candidate."
"Air Products West Coast Hydrogen - Hp-1","Martinez","CA","epa_ghgrp","epa-1014323","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Air Products West Coast Hydrogen - Hp-2","Martinez","CA","epa_ghgrp","epa-1014324","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Air Products West Coast Hydrogen Llc - Torrance","Torrance","CA","epa_ghgrp","epa-1014612","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Calera Creek Water Recycling Plant","Bay Area","CA","osm_industrial","osm-186543604","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","463768","2.4","7218255","","Wastewater_plant building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Uc Davis Medical Center","Sacramento","CA","epa_ghgrp","epa-1002271","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","813629","2.4","12663622","","Hospital — 2022 EPA GHG Reporter. NAICS 622110. Pre-qualified high-energy solar candidate."
"Metropolitan State Hospital","Norwalk","CA","epa_ghgrp","epa-1013980","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","813629","2.4","12663622","","Hospital — 2022 EPA GHG Reporter. NAICS 622210. Pre-qualified high-energy solar candidate."
"Los Angeles General Medical Center","Los Angeles","CA","epa_ghgrp","epa-1014787","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","813629","2.4","12663622","","Hospital — 2022 EPA GHG Reporter. NAICS 622110. Pre-qualified high-energy solar candidate."
"Stanford Hospital","Stanford","CA","auto_seed","solar-med-009","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","813629","2.4","12663622","","Stanford net-zero 2050 — academic medical center"
"Ardagh Glass Inc. (Madera)","Madera","CA","epa_ghgrp","epa-1000005","","","","","","","","600","904032","244089","2.7","3736512","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"San Gabriel Cogeneration Facility","Pomona","CA","epa_ghgrp","epa-1000033","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Badlands Sanitary Landfill","Moreno Valley","CA","epa_ghgrp","epa-1000046","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Mariposa Energy, Llc","Byron","CA","epa_ghgrp","epa-1000051","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Calpeak Power - Vaca Dixon Llc","Vacaville","CA","epa_ghgrp","epa-1000058","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lone Star Gas Liquids","Shafter","CA","epa_ghgrp","epa-1000064","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Calpeak Power - Border Llc","San Diego","CA","epa_ghgrp","epa-1000065","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cuyamaca Energy Facility","El Cajon","CA","epa_ghgrp","epa-1000067","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"High Desert Power Project","Victorville","CA","epa_ghgrp","epa-1000070","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Escondido Energy Center, Llc","Escondido","CA","epa_ghgrp","epa-1000074","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Chula Vista Energy Center","Chula Vista","CA","epa_ghgrp","epa-1000075","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Creed Energy Center","Suisun City","CA","epa_ghgrp","epa-1000080","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lambie Energy Center","Suisun City","CA","epa_ghgrp","epa-1000081","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Goose Haven Energy Center","Suisun City","CA","epa_ghgrp","epa-1000082","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Sunrise Power Company","Fellows","CA","epa_ghgrp","epa-1000102","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Gilroy Energy Center, Llc For King City","King City","CA","epa_ghgrp","epa-1000122","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Yuba City Energy Center","Yuba City","CA","epa_ghgrp","epa-1000123","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Indigo Generation Facility","North Palm Springs","CA","epa_ghgrp","epa-1000128","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hanford Energy Park Peaker","Hanford","CA","epa_ghgrp","epa-1000130","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pastoria Energy Facility","Lebec","CA","epa_ghgrp","epa-1000133","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Larkspur Energy Faciity","San Diego","CA","epa_ghgrp","epa-1000147","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Redding Power Plant","Redding","CA","epa_ghgrp","epa-1000161","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Los Esteros Critical Energy Fac","San Jose","CA","epa_ghgrp","epa-1000175","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lake","Burbank","CA","epa_ghgrp","epa-1000224","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Feather River Energy Center","Yuba City","CA","epa_ghgrp","epa-1000279","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Wolfskill Energy Center","Fairfield","CA","epa_ghgrp","epa-1000280","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Henrietta Peaker Plant","Lemoore","CA","epa_ghgrp","epa-1000283","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"California Resources Production Corporation  Lost Hills","Lost Hills","CA","epa_ghgrp","epa-1000289","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Gilroy Energy Center, Llc","Gilroy","CA","epa_ghgrp","epa-1000300","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Donald Von Raesfeld","Santa Clara","CA","epa_ghgrp","epa-1000310","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Wellhead Power Gates, Llc","Huron","CA","epa_ghgrp","epa-1000314","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Riverview Energy Center","Antioch","CA","epa_ghgrp","epa-1000321","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cosumnes Power Plant","Herald","CA","epa_ghgrp","epa-1000323","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"City Of Santa Cruz Sanitary Landfill","Santa Cruz","CA","epa_ghgrp","epa-1000339","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Air Products Manufacturing Corp Stockton Cogen","Stockton","CA","epa_ghgrp","epa-1000341","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Mead Valley Disposal Site Landfill","Perris","CA","epa_ghgrp","epa-1000366","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Double Butte Disposal Site Landfill","Winchester","CA","epa_ghgrp","epa-1000367","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Riv Co Waste Mgmt (Edom Hill)","Thousand Palms","CA","epa_ghgrp","epa-1000368","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Corona Disposal Site","Corona","CA","epa_ghgrp","epa-1000369","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Palomar Energy Center","Escondido","CA","epa_ghgrp","epa-1000410","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Icegen","Carson","CA","epa_ghgrp","epa-1000422","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Agua Mansa Power","Colton","CA","epa_ghgrp","epa-1000423","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"El Segundo","El Segundo","CA","epa_ghgrp","epa-1000431","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Ripon Generation Station","Ripon","CA","epa_ghgrp","epa-1000438","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pg&E Burney Compressor Station","Burney","CA","epa_ghgrp","epa-1000439","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Miramar Energy Facility","San Diego","CA","epa_ghgrp","epa-1000447","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Calpine Gilroy Cogen, Lp","Gilroy","CA","epa_ghgrp","epa-1000453","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Magnolia","Burbank","CA","epa_ghgrp","epa-1000457","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Malaga Power, Llc","Fresno","CA","epa_ghgrp","epa-1000458","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 926130. Pre-qualified high-energy solar candidate."
"Walnut Energy Center","Turlock","CA","epa_ghgrp","epa-1000464","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Inland Empire Energy Center","Romoland","CA","epa_ghgrp","epa-1000469","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Riverside Energy Resource Center","Riverside","CA","epa_ghgrp","epa-1000471","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Roseville Energy Park","Roseville","CA","epa_ghgrp","epa-1000485","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Long Beach Generating Station","Long Beach","CA","epa_ghgrp","epa-1000490","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Russell City Energy Company Llc","Hayward","CA","epa_ghgrp","epa-1000501","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Sargent Canyon Cogeneration Facility","San Ardo","CA","epa_ghgrp","epa-1000506","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Salinas River Cogeneration Facility","San Ardo","CA","epa_ghgrp","epa-1000507","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Grapeland Generating Station","Rancho Cucamonga","CA","epa_ghgrp","epa-1000515","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Mira Loma Generating Station","Ontario","CA","epa_ghgrp","epa-1000516","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Barre Generating Station","Stanton","CA","epa_ghgrp","epa-1000517","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Center Generating Station","Norwalk","CA","epa_ghgrp","epa-1000518","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Mcgrath Generating Station","Oxnard","CA","epa_ghgrp","epa-1000519","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Niland Gas Turbine Plant","Niland","CA","epa_ghgrp","epa-1000541","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Midway Peaking, Llc","Firebaugh","CA","epa_ghgrp","epa-1000545","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Panoche Energy Center","Firebaugh","CA","epa_ghgrp","epa-1000546","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Orange Grove Project","Pala","CA","epa_ghgrp","epa-1000548","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"North Island","Coronado","CA","epa_ghgrp","epa-1000549","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"University Of California, San Francisco - Parnassus Campus","San Francisco","CA","epa_ghgrp","epa-1000557","","","","","","","","600","904032","244089","2.7","3736512","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"El Cajon Energy Center","El Cajon","CA","epa_ghgrp","epa-1000560","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Canyon Power Plant","Anaheim, Ca","CA","epa_ghgrp","epa-1000566","","","","","","","","600","904032","244089","2.7","3736512","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
